Text,Post Link
"Ты обычный балабол. Тыж про значащие биты написал и вякнул, что бред? А если ты меня не понимаешь и не знаешь мой язык - как ты опредеелил, что это бред? Значит ты балабол? Получается так. Значит тебе верить нельзя? Да.


Почему-то только ты заикаешься об языке, особенно тогда, когда отвечать негочего и ты сел в тотальную лужу.


Начинать болтать ты начинаешь, балаболить балаболишь, а потом бам и не понимаешь? Тут даже самое дно дедукция не подведёт, достаточно почитать все твои ответы мне.

Поэтому сгинь, анскиллышь и сам подучи язык, ибо так старался, но так зафейлил. За партой тебя ждут.","268076"
"Это и есть функция, это гццизм, ваш пример не имеет смысла. Ваша i и i в макросе - совершенно разные переменные. Ну и да, на функции sizeof() хрен сделаешь, только через попец.","245152"
"Не обращай внимание - мистер затычка и тут решил вылезисти, совершенно не понимания и не разбираясь как в макросах, так и гццизмах. Обыкновенный тутошний шут.


Если бы мистер затычка осилил хоть что-то - он бы понял, что макросы в гнуси сливают в хлам всё, что существует в этом мире, а уж про всякие м4 я и не говорю. Да и написать свой макроязык для Сишника - проще паренной репы.


Твой int * arr - не имеет смысла, как и твйо выхлоп в целом. Макросы не зло - зло неосиляторы, которые матчасть не осилили, а больтать любят, кукаретик ты мой.","245152"
"У меня такое ощущение, что это какой-то бот, ибо его ответы - шаблонное фуфло. Открываем гугл, вводим шаблоны - шаблоны зло в первых строчках, вводим ""треды"" - получем локи, и какой ответ от него не возьми - одно фуфло.


Либо это адепт библии студента С++ курса в недовузе, ибо ""макросы зло"", примитивное представление о памяти, устройстве цпу, ""клал я не перфоманс"", вера в профайлер и прочее - типичные примеры студенческого дна. Пичаль, грусть - разочарование.","245152"
"@VladD, не спорьте. Ваш оппонент очевидно не совсем здоровый человек. Чего на него обижаться? И что еще можно от него ждать?","245488"
"Где негатив? Иди на википедию читать описание ""негатив""а.

Это тут нахрен не упало - знал бы матчасть, понял почему. Да, если бы ты подучил матчасть - ты бы тоже такую херню не нёс. Он реально нихрена не знает - это объективный факт. Тут нет негатива, мне на вас абсалютно похрен.

Нихрена ты бы не мог. Этот форум для вопросов, которых в гугле нет. Его код а) бесполезно говно, б) никому нахрен не нужен. с) 99% ответов на вопросы - это копипаста с гугла, детсадовская мистика и придания, либо тотальная неосиляторская ересь.

Это не помощь - это потокание. Авось осилишь понять в чем разница.","245488"
"конечно это тут нахрен не упало, и писал это неосилятор.
1
Если бы ты подучил матчасть, ты бы такую херню не нёс
2
ты НИХРЕНА не знаешь
3 ...
Я мог бы тоже на половину вопросов написать ""в гугл!"" или ""зачем тебе это?"", но этот форум создан ровно для противоположного: знаешь ответ, хочешь помочь - помоги, база знаний пополнится. Не хочешь помогать - пройди мимо","245488"
"@Михаил М, причем тут негатив? Где тут негатив, с цитатками мне пожалуйста. Код явное говно, ваш отвечайна наплёл вам фуфла.

@VladD, т.е. ты отвечать не будешь? А ну да, никто же знает, что такое sar - глупышек можно надурить.

Про твой уровень мне даже говорить смешно, вопрос его мне не интересен - мне интересно лишь то, что ты написал говно, ибо вопрос его говно. Это гуглится за 3минуты, абсалютно нулевый это сделает за 10минут - значит автор жалкий студент-халявщик, за которого я гуглить не собираюь.

Но это не даёт тебе повода при мне нести тотальную ересь.","245488"
"Возможно в следующем году вы дойдёте до изучения харварных локов, и возможно хоть тогда ты что-то поймёшь. 

Для затравочки - free() отрабатывает быстрее, чем мютекс. А теперь подумай, зачем мутекс там, где он нахрен не нужен - только из-за твоего неосиляторства.

Далее, если бы ты осилил ещё чуть больше матчасть - ты бы понял, что размер объектов ВСЕГДА имеет значение, в любой задаче, где автор задаётся вопросом ""быстроты"". Пока студенты этим не задаются, но будет время, возможно, и у тебя.

Я уже говорил, есть 2 типа программистов: получил фейл - впилил мютекс и получил фейл - врубил мозг.","244307"
"Я не перехожу на личности, в каком месте я перешел на личности? ""мистер затычка"" - это достаточно объективная характеризация вашего поведения, ибо ваш уровень на дне морском, но вы позволяете себе спорить, без достаточной до этого подготовки - фейл с делением, памятью, сейчас тотальная лужа - пора выходить из яслей, а не сливаться на ""личностях"". 


Какой троллинг, с кем? Не смеши. А ну да, т.е. ты говоришь о деаллокации, а не деструкторе - слив. Если бы ты подучил матчасть, осилил локи чуть более шире, чем мутекс - ты бы понимал, что в зависимости от аллокатора размер объекта имеет значение.","244307"
"Меня всегда смешат такие ответы - один написал КО-стайл ответ, аля шаблонный выхлоп вида: ""в с++ гц незапилить"", ""потоки - юзай мутекс"", причем где и как юзать - зачем, это не модно.

И это все считают за ответ. Абсалютно бесполезный, детсадовский набор слов, с примитивными ""шаблонными"" вставками и легендами с самого дна студенческого программирования.

Я же написал ответ, где объяснил пацану, что его вопрос - фуфло, и ответы на него будут фуфло и пусть корректирует вопрос, если хочет нормальный ответ.","244307"
"Я конечно рад, мистер затычка, но я это написал и без тебя. А теперь скажи мне - как вызов деструктора может быть уб, а так же, причем сдесь ГЦ? Т.е. ты просто несёшь откровенное фуфло, подразумевая в одном своём ответе за ""удаление"" деаллокацию, а во втором просто деструктор - куллстори.

И что делает твой деструктор? Хотя ты из рязряда программистов, которые отпопа везде суют везде локи, услышав слово ""потоки""? Мютекс, в деаллоктор? Риально?","244307"
"@MasterAlex, ну если руки из жопы, тогда будешь со всем мучиться =)","399836"
"Доктор, у меня голова иногда болит... И ещё иногда - жопа. Скажите, из-за чего это?","221324"
"@vkovalchuk88 я не говорю, что программисты на PHP сплошь рукожопые говнокодеры, а программисты на C#/Java - крутые профи. Разумеется, это не так. Есть множество высококлассных специалистов, пишущих на PHP. Речь о том, что в силу исторических причин у этого языка  есть ряд проблем (поверьте, не я один о них говорю), из-за которых он в качестве первого языка - не самая лучшая идея. Я охотно верю, что у вас есть не меньше причин любить его. В таком случае лучше рсскажите о них в отдельном ответе, чтобы ТС'у было из чего выбрать. Не итсключаю, что я не упомянул о каких-то важных его преимущества","267979"
"@Никита___, запрос «How to ...» лучший друг программиста. И ещё, запретите себе копипаст, как только рука тянется скопировать строчку кода, задайте себе вопрос «а не ерунду ли я делаю», это очень помогает. Вот ваша задача без пасты: http://jsfiddle.net/doezuwoe/","393941"
"я пробовал JavaRush. Прогесс не сохраняется так что приходится нажимать на кнопку десятки раз. Извините я к этому не готов. Но все же благодарю за информацию.","404750"
"Я извиняюсь, но narod.ru это вообще край... **www.ayola.net** для начала самое оно!","86444"
"@Stas0n синтаксически это выглядит не очень...","206719"
"Это всё теже люди что покупают Битрикс, причём все знают, что хлебанут горя, но всё же...","244447"
"@AlexWindHope, ну-ну, раз ты предлагаешь такой супер-вариант, раскрой его суть в ответе. А, заодно, расскажи как ты будешь определять отвалившихся клиентов зная только `online=1`. Не, можно конечно очередной итерацией крона гасить всех, у кого `online=1` не обращая внимание на то, что один загрузил страницу две минуты назад а другой - секунду назад. . И там-же расскажи для кого твой CRON будет регулярно дергать скрипты в периоды нулевой посещаемости сайта.> для адекватного решения этой задачи однозначно нужен сервер. Ржунимагу, кто бы говорил про капитана.","121079"
"Какая разница где обработчик? Пусть будет в этом же файле. Во-вторых, вы постоянно говорите о каком-то ""*GET*"" - объясните, что вы под этим подрозумеваете, а то я старенький и некоторые жаргонные выражения не понимаю )) И в-третьих, если вы хотите определить значение какой-то ранее прописанной переменной в блоке модального окна, то из JS это сделать не удасться. Формируйте данные+html в ответе (PHP) или JS и вставляйте их в блок.","117801"
"Не страдайте ерундой и пишите на Python + Qt. И да Qt для C++ единственная адекватная либа из тех что я видел. С ней на C++ можно хоть как-то писать.","20923"
"ups, согласен, с конструктором херню сморозил, думал сначала пример использования внутри одного класса экземпляра другого класса написать да чет заумничался и ерунду написал.","54880"
"Мда от вас не дождешся норм ответов сайт херня... фу..","56292"
"Да вы я погляжу тролль, зачем мне редактор аудио файлов ? я не собираюсь писать музыку.Меня интересует что там написано внутри. не могут же это быть хаотичные символы. В любом случае должна быть какая-то структура.","70010"
"Нет, я преобразовывал чисто для теста. Но и без преобразования ерунда получается.","82643"
"баттхерт да? рейтинг ниже делаете, все с вами ясно господа...","139125"
"если смотреть dumperом то видно содержимое, print же игнорирует.. но вы правы в главном, не стоит так, буду через методы подступаться","82541"
"Молодец начрук: задание как бы плевое, но чтобы ее сделать надо пахать как вол с полгода. Не все еще в нашей системе образования потрачено.","150710"
"да я пробую и с отключеным айпитв и с включеным, да и даже модем не подключаю к телефонному кабелю, да и сомневаюсь что айпитв как-то на wi-fi может действовать, хотя хз.. пробовал даже провести провод от телефонной розетки где он раньше стоял, ничего не помогает. наблюдал такую ситуацию, модем стоял в злополучном месте, ноут в метре, минут 10 все работало, потом опять 1мб\с, через секунд 20 соединение поднялось, и работало ещё час, дольше не тестил. относил ноут на 5 метров через 1 стенку гипсокартонную, где-то минут 5 все работало, потом соедениение оборвалось и не поднималось. и так 2 раза)","341510"
"что-то типа исходников человек хочет. Т.е аяксы все где прописаны будут, а не тупо дрочить на работу аякса уже.","144290"
"@zenith, да, не обратил внимания. Быстро гугля индексирует...) Но это не отменяет вопроса, какой клей курит автор кода...","155839"
"@Равнодушный, тебе даже должно быть похер, твое мнение здесь весу не имеет","155839"
"Просто копия вопроса http://stackoverflow.com/questions/13011113/fatal-error-when-calling-the-function-convertdatebackwardsДаже комментарии совпадают...) Где Вы этот код вообще взяли? Вывести текст в буфер, забрать его из буфера в переменную, очистить буфер, потом за каким-то хреном изменить формат даты, которую чуть выше вывели... Все, цензурные комментарии кончились...","155839"
"а если вам юзер хэши изменит? как можно доверять данным прищедших со стороны?","184702"
"что еще может написать человек с ником кармадрочер.","28703"
">только ради приятного интерфейса готов купить MAC

@Артёмыч извините за грубость, но вы уж определитесь - либо программированием заниматься, либо, пардон, дрочить на яблоки и свистелки/перделки визуального интерфейса. Теоретически одно другого не исключает, но все же если при выборе IDE одним из важных критериев является внешний вид, то это серьезный повод задуматься над тем, правильно ли вы подходите к работе","247837"
"яростно дрочить на спектрумовский асм в 2014 году -- это уже клиника.. (201 - это ret, к слову..)","306402"
"Вздрочнул на Subj (или ка там оно у молодёжи говорится?)","284312"
"@RollOver дрочите на карму? Фу, как не стыдно. Тем более, что ответ ваш не блещет правильностью","200920"
"А можно чуть поподробнее про баг? Ну или хотя бы скажи, что-где смотреть, а то не ясно. Не все пользуют Symfony2, кстати.Если не получится много, можно пару строк, на которых спотыкается?","180976"
">Ясно... господа ""программисты""

@VasyaVasya ну что за баттхерт? Неужели вы думаете, что любой человек, едва увидев ваш вопрос, тут же обязан бросить все на свете и начать отвечать на него?","307177"
"Я закончил биологический факультет ЛГУ. Это меня научило разбираться в гауссовских распределениях, дисперсиях, квик бейсике, интеловском ассемблере, турбо си три ноль и прочей ерунде. Это было давно. Сейчас у меня свой дом, две большие собаки, кошки, аквариумы (спасибо биофаку и отдельно кафедре биохимии - хотя тогда казалось что ерундой заставляют заниматься). А работаю я также, с животным миром одной рукой, и с клавиатурой - другой.","193615"
"Может я ерунду скажу, но почему бы не запустить поиск самой ос сервера? http://ru2.php.net/manual/ru/function.exec.php","146694"
"Да что же это такое... Я поправлю форматирование, а он снова всё похерит... @Azam, вы что, тащитесь от хреново оформленных вопросов? И не пытайтесь вставлять HTML теги в вопрос, они проигнорируются. Пользуйтесь кнопками форматирования над текстовым полем. Там ещё кнопка ""Справка"" есть, рекомендую почитать.","237323"
"зачем тут jQuery и animate? CSS вам на что? Псевдоселектор :hover для кого? Кому придумали transition?","178696"
"Это если на работе Win-сеть, легальное оборудование от MS, то наш герой должен все похерить и насадить везде линукс? мягко говоря, сомнительное предложение","22445"
"for i := 1 to TMemo1.Text do
Ахереть не встать ))
Может пока почитать основы? Без обид, но надо хоть разбираться, что ты пишешь, копипастишь","323808"
">то нормально что мой пост минусуется после правки? Или кому-то не нравится мой вопрос?

> Минусуйте дальше, а я поразвиваюсь :)

>Ребята, если не умеете чего-то ставьте +, а не -.

>Хотя я рад, привлекайте внимание :)

у вас, смотрю, нешуточный баттхерт разыгрался от минусов. 
З.Ы. я не минусовал, поскольку согласен с @avp","286690"
"@butteff,    Ведь торопить их нельзя, это будет в ущерб качеству, будут рисовать быстрее, но не то. гоните их в шею, вот и весь разговор.","213033"
"@script_kid, никто не запрещает делать их универсальными. Вам подсказали как зделать так как вы хотите, а делать универсальные схемы будьте любезны сами, мы же о вашем проете ничего не знаем","209483"
"@Shamov, админы установили, но тоже не шарят, как с ним работать. Скажи плиз как запускать и останавливать процесс. http://hashcode.ru/questions/142176/","141650"
"Та вы уже задалбали... нахер повторять вопрос? Если нет ответа на предыдущий значит нужно ждать! По Вашему мнению тут люди или боты общаются?","86798"
"А как же обратная сторона спама или прочего?","377106"
"вот что хостер сказал:Проверьте, присутствует ли поле 'From:' или 'To:' в письме, сформированномкодом Вашего сайта. В одном из этих полей должен быть e-mail адрес(существующий на нашем хостинге) на базе Вашего домена.-----------разве mail() только при этом условии работает","315521"
"Увы, никаких файлов Javы вообще нет. Я даже в реестре удалил все о Javе. Думал переустановлю все заново. Запускаю Java инсталлятор, что то вроде начинает ставиться, а потом тут же ошибка вылетает: Error 25025. И дальше ее описание, типа предыдущее удаление Javы небыло завершено, нужно перезагрузить ПК перед установкой. Хотя ни единого файла Javы вообще нет на компе. Пробовал это делать - не помогло.","20325"
"@brevis, Вы что херню порите тут? Я дал запрос вам, не знаете как заюзать инъекцию, покиньте этот мир.","292002"
"что за бред!!! во первых если и записать то так <?=$name_product[];?>а во вторых когда будет прохордить цикл по созданию этих форм он мне создаст кучу массивов даже не массивов мотомучто его еще обявить нужно","353658"
"Нихера не понял, написал шнягу какую то","240291"
"добавил текст. Но это, в общем, херня какаято))","281656"
"Кароче, херня какая то. Отошел на пару часов - заработало, никаких изменений не делал.. Мистика?","246263"
"да, ты прав, можно создать такой скрипт (на JS), но гораздо проще достигнуть такого эффекта через CSS. Но твой текст плохочитаемый, придумай лучше.","203342"
"В FF не работает. В этом контексте оказываются не объявлены document, window, etc.. Вообще не объявлено.","176545"
"а к чему это? :D usleep(20000000); и такая же беда. Файл создаётся только 1 раз за много секунд.","176346"
"баттхерт?))))","192259"
"боже мой, какая мелочность))) Это действительно баттзхерт))) Или синдром ""я не могу быть спокоен, ведь в интернете опять кто-то неправ""?))) Иначе объяснить то, что исчерпав возможность комментирования по тому вопросу, вы прибежали сюда, сложно))","192259"
"во-первых, держите себя в руках и в рамках приличия. С этими вашими ""херушками"" вы не по адресу. А во-вторых, если вы ""все понимаете с этими инкрементами"", то могли бы заметить, что и цикл ведет себя в обоих случаях вполне логично","208043"
">до этого приходилось кодить на языке,у которого нет инкрементов

Господи, это на каком? Асм что ли? Что же, раз вам так не повезло с ""предыдущим языком"", то погуглите по словосочетанию ""Постфиксная и префиксная форма инкремента"". Извините, давать ответ на такой вопрос - это сродни кармадрочерству","208043"
"Не вижу смысла разводить бессмысленный флейм. Человек не получает ответ на свой вопрос, а свои минусы все уже получили.А на счёт ""HUB""..  читайте вики перед использованием каждого слова, в смысле которого не уверены.Из компа делать роутер - по вашему нормально, а из роутера - роутер с прокси или роутер с шейпером - ненормально? Не... всё.. простите, что влез ))","343610"
"Метка 3х3 будет устойчива к уменьшению в три раза. А из точки как ни шифруй, исходное изображение не получить.Привязка к точке - яркая точка занимающая N пикселей, при уменьшении не исчезает а уменшается. Заметьте я не написал пиксел, а именно - точка.","177938"
"@sergiks, ты меня прямо за живое схватил, я уже неделю над этой твоей задачей думаю, спать стал плохо )Я все еще в поисках. Думаю, развивать ли тот алгоритм. Как сделать его более устойчивым к изменению размеров - вроде придумал. Плюс: этому алгоритму плевать на гвозди в плакате, они просто так и останутся помехами на декодированном изображении (этого даже может и не произойти - смотря, где гвоздь). Проблема в том, как рассчитать skew.","180170"
"Касательно: юзер похерит кэши или попытается их подменить - с какой целью загадка, но можно проверить откуда отправлена форма, и запретить её обработку. И касательно двух юзеров, как только первый открыл форму редактирования сделать UPDATE изменив флаг, например, allow_edit c 1 на 0, тем самым второй юзер уже не сможет открыть форму редактирования получив уведомление о том что запись заблокирована, при желании можно даже указать каким юзером.

З.Ы. Хотя париться столько с формой ну это слишком.
2 @ВОРОН ну я же @Зоркий :-)","184702"
"вы угадали (решил подогнать), будут только селекты (там простые сложные), имеется весь правильный ответ, легче с ResultSet работать или анализировать синтаксис?","188907"
"Хотя на сайте jQuery в документации написано что должно работать так как я написал в первом варианте. Сколько я не бился никогда он у меня не работал. Вот зачем они убрали .live ??? Ведь с ним было все проще, зачем все усложнять :(","192940"
"1) Это всего лишь означает, что разработка кое у кого плохая раз JDK 7 работает :) Смотрим [системные требования](http://developer.android.com/sdk/index.html) к Android и врубаемся почему ребята из Гугля такие тормозные :)2) OpenJDK эт не ванилла... :)3) А мы не путаем троллинг с дискуссией?","205154"
"@IVsevolod, у меня тоже самое :) За месяц работы с 1С я понял, что мне это не надо, но зарплата... В общем учу с++ и жду, когда апну 90 lvl. Вот тогда буду все кардинально менять.","206381"
"Ну затем что не надо ему. Рассчитать новые размеры изображения для ресайза — вполне себе нормальная задача, подключать для такого какую-то прослойку/либу/фреймворк/святагодуха — моветон, я считаю.Скоро люди будут спрашивать, как сложить два числа, а им будут фреймворки предлагать.","209664"
"Да никакой. Хотя, я бы мог сказать так: вы сделали дамп БД, но файл с дампом не сохранили и пошли на пиво. А когда вернулись, то увидели, что злой хацкер вашу базу похерил - значит это был просто дамп. Но если вы сохранили файл с дампом, бухали неделю, а после отходняков, увидев, что вашу базу грохнули, то без труда восстановили её из того самого файла - это был бэкап )))","234554"
"А вообще-то и не надо отключать всех. надо сперва просто новый кабель пробросить, и подкдючать уже туда, где старый не работал. Будешь смеяться, но я, поочерёдно отключая и подключая, так, почти незаметно, и вывел свою контору на новый роутер, и новую офисную АТС! Некоторые сотрудники и не заметили даже.","346277"
"предварительное определение будет работать если в функции будет тока указатель или ссылка на эту структуру и не будет использоваться.Предварительное определение используют в основном в заголовках когда надо в к примеру в классе использовать указатель на структуру или в определение функции как параметр передавать структуру по указателю и ненужно было подключать заголовочные файлы.","238175"
"Проковырялся полдня, читая мануал прогуарда и ставя эксперименты. Результат нулевой. Так и не нашел как исключить из обсфукации сервис ITelefony
Максимум что добиься это не обсфуцируется имя самого сервиса и вложенных классов. Всё остальное херится. И при работе вылетают сообщения, что до методов сервиса нельзя достучаться...
Может кто-то сталкивался с подобной проблемой? Подскажите, как решить!","311687"
"@DreamChild если все настолько грустно, то я лучше откажусь от данного. Ну не нравится мне идея создавать файл ради одного незначительного данного :( Для кого как, а для меня эстетика - это важно.Теперь, правда, для меня открывается другой вопрос... Зачем environment variables? :D И почему они описываются не в программе, а аж в настройках проекта?Простите за мой французский ;) Просто не пойму зачем столько пафоса крутится возле environment variables, которые получается вроде бы ничем не отличаются от обычных переменных.","391937"
"@Spectre - вопрос не так в тесте, как в том, для чего он нужен. А нужен он по причине необоснованной паранойи ( либо батхертом по поводу того, что опера чуть медленее работает :) )

Грубо говоря возникает вопрос - зачем? Если задача не имеет смысла, то кому она нужна? Или кто-то действительно думает о том, что во всем том, что описал ТС есть какой-то смысл и причина описанных явлений?

######[по теме](http://lurkmore.to/%D0%A2%D0%B5%D0%BE%D1%80%D0%B8%D1%8F_%D0%B7%D0%B0%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%B0)","126710"
"Такой же принцип как в текструой. берем кусок 2 на 2 и размазываем по всему контейнеру imageVIew, допустим размер ImageView 100 на 100, закидываешь в ImageView картинку 2 на 2 включаешь какой нибудь метод или атрибут, указываешь размер ImageView и весь этот маленький кусок продублируется столько сколько нужно","394735"
"Fuck Yeah!  =)","121084"
"Ахренеть) Спасибо!","180946"
"ответ на Ваш вопрос - да, можно! Можно и графами и просто массивами. Это самый низ который должен суметь любой программист.","425110"
"Этот ""Полковник"" меняет ники как перчатки, хрен запомнишь, а за новинками в садомазоизвращениях не слежу.","427341"
"Бля, что за пидарасы писали этот сайт?
Гандоны хуевы.","425750"
"Ебутчие пидарасы","425750"
"долдоны бляццкие","425750"
"В чём отличие между колесом, двигателем и водительскими правами, и как и для чего их надо применять? Желательно с небольшими практическими примерами от знающих людей.","419864"
"Да не ипет нравится Вам или нет, такова реальность! Если swf защищена, то все что связанно с обходом защиты, это нарушение авторского права. Если flash приложение не поддерживается Вашим браузером, то как Вы хотите отследить вызовы у неработающего приложения? Вы подумали что сказали? И если Вам хочется сделать что-то полезное то свяжитесь с автором и попросите помощи.  А ещё хочется сказать что модераторы уё*ки! Они закрывают тему о ооп, но не закрывают тему связанную с нарушением авторских прав.","426346"
"Бля, что за пидарасы писали этот сайт?
Гандоны хуевы.","425750"
"Ебутчие пидарасы","425750"
"долдоны бляццкие","425750"
"За вас написать ваш код? А не слипнется?     
Пишите по такому же алгоритму, как и ""+"", ""-"", ""*"", ""/"". Пользователь вводит число, нажимает на %, вводит второе число. Вы считаете <второе число> процентов от <первое число>, и выводите его на экран.","422333"
"Это Вы сами такую ерунду придумали?","426670"
"@avp СО - не ваш личный блог","99375"
"С подобными предложениями можете обращаться в чат, в других местах это будет оффтопиком. Кто поставил вопросу без содержания два плюса?! Кому плунуть в морду?!","427953"
"@Gassa: чувак, вы эти правила своей собаке рассказывайте, сконцентрировано. И сконцентрируйтесь так, чтобы в себя поверить.","427953"
"""Получить RSS топа"" - какая буква в этих словах тебе непонятна, о, тупой падаван? Или тебя провести за ручку по ЖЖ-шной документации для разработчиков? Так она открыта для доступа, не проси меня думать о тебе как о совсем убогом.","431389"
"Слушай твое негодование можеш отписать кому угодно в другой теме мне абсолютно скажу грубо насрать на то что тут не тех паспорт тут давали мне ответ на хуже вопросы и понятнее а если не знаеш просто береш закрываеш и идеш дальше а срать чуш прошу другою ветку","429913"
"откуда взято, из потолка? Какого хера помечено ответом? Сами себе что-ли помечаете...","430309"
"опять Ёб...е минусовщики - знаний  не хватает на большее чем минусовать? слабо в коментах признаться о слобоумии? жмём на мину не думая - а просто потому, что вопрос не по уму?","431132"
"ну минусовщики-стиратели, слабо на вопрос ответить? как заминусовать - так х..м тыкать мастаки...","431132"
"Закрыть вопрос нахуй, автора в топку и давайте его заминусуем! Нахуй ресурс, нахуй вопросы!","429416"
"реально тут на сайте мразь одна и мудаки. Ради рейтинга спойлят, копипастят мануалы. Мерзость.","432571"
"@Gassa: чувак, вы эти правила своей собаке рассказывайте, сконцентрировано. И сконцентрируйтесь так, чтобы в себя поверить.","427953"
"Почему всегда когда вопрос минусуют появляется клоп и доктор? Вы два отсоса которые только и делают что минусуют? У Вас зудит чтоль где-то а?","427953"
"Да не чувак ты просто даун раз такую фигню написал. Что тебе из этих слов не понятно?","427961"
"Чувак, тебе нужно седло разбить нужно за то что ты написал. Хотя то тоже можно выразить так -  
>  Чувак, тебе нужно 
  разбить   
седло   
седло

Ведь у тебя и седло седло и на голове ещё одно. Может ты даун?))","427961"
"Блин, не получилось сделать как у тебя с цитатой, ты так не сможешь понять... не осилишь...","427961"
